schema,table,directory,data_source,script,script_url,parent_schema,parent_table,parent_directory
ai_prod,ess_agg_daily_resp,PHPrevention7,ESSENCE,05_prod_04_ess_agg_daily_resp.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_04_ess_agg_daily_resp.R,ai_prod,ess_agg0_all,PHPrevention7
ai_prod,ess_agg_daily_resp,PHPrevention7,ESSENCE,05_prod_04_ess_agg_daily_resp.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_04_ess_agg_daily_resp.R,ai_prod,ess_agg0_resp,PHPrevention7
ai_prod,ess_agg_weekly_resp,PHPrevention7,ESSENCE,05_prod_05_ess_agg_weekly_resp.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_05_ess_agg_weekly_resp.R,ai_prod,ess_agg_daily_resp,PHPrevention7
ai_prod,ess_pub_daily_resp,PHPrevention7,ESSENCE,05_prod_06_ess_pub_daily_resp.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_06_ess_pub_daily_resp.R,ai_prod,ess_agg_daily_resp,PHPrevention7
ai_prod,ess_pub_weekly_resp,PHPrevention7,ESSENCE,05_prod_07_ess_pub_weekly_resp.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_07_ess_pub_weekly_resp.R,ai_prod,ess_agg_weekly_resp,PHPrevention7
ai_prod,ess_pub_weekly_resp_dash,PHPrevention7,ESSENCE,05_prod_07_ess_pub_weekly_resp.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_07_ess_pub_weekly_resp.R,ai_prod,ess_pub_weekly_resp,PHPrevention7
ai_prod,ess_agg_resp_key_updates,PHPrevention7,ESSENCE,05_prod_08_ess_agg_resp_key_updates.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_08_ess_agg_resp_key_updates.R,ai_prod,ess_agg_weekly_resp,PHPrevention7
ai_prod,ess_pub_resp_key_updates,PHPrevention7,ESSENCE,05_prod_09_ess_pub_resp_key_updates.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_08_ess_agg_resp_key_updates.R,ai_prod,ess_pub_weekly_resp,PHPrevention7
ai_prod,ess_agg_resp_hhs_daily,PHPrevention7,ESSENCE,05_prod_10_ess_agg_resp_hhs_daily.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_10_ess_agg_resp_hhs_daily.R,url,ESSENCE,https://essence2.syndromicsurveillance.org/nssp_essence/api/dataDetails/csv?labDataSource=a&percentParam=noPercent&datasource=va_labba&detector=probrepswitch&dateType=eventdate&timeResolution=daily&labRegion=wa_king&userId=4216&aqtTarget=DataDetails&labORUCResultTestComboFreeT
ai_prod,ess_agg_resp_hhs_daily,PHPrevention7,ESSENCE,05_prod_10_ess_agg_resp_hhs_daily.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_10_ess_agg_resp_hhs_daily.R,url,ESSENCE,https://essence2.syndromicsurveillance.org/nssp_essence/api/dataDetails/csv?labDataSource=a&percentParam=noPercent&datasource=va_labba&detector=probrepswitch&dateType=eventdate&timeResolution=daily&labRegion=wa_king&userId=4216&aqtTarget=DataDetails&labORUCResultTestComboFreeT
ai_prod,ess_agg_resp_hhs_daily,PHPrevention7,ESSENCE,05_prod_10_ess_agg_resp_hhs_daily.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_10_ess_agg_resp_hhs_daily.R,url,ESSENCE,https://essence2.syndromicsurveillance.org/nssp_essence/api/dataDetails/csv?labDataSource=a&percentParam=noPercent&datasource=va_labba&detector=probrepswitch&dateType=eventdate&timeResolution=daily&labRegion=wa_king&userId=4216&aqtTarget=DataDetails&labORUCResultTestComboFreeT
ai_prod,ess_agg_resp_hhs_weekly,PHPrevention7,ESSENCE,05_prod_11_ess_agg_resp_hhs_weekly.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_11_ess_agg_resp_hhs_weekly.R,ai_prod,ess_agg_resp_hhs_daily,PHPrevention7
ai_staging,log_ess_agg_resp_hhs,PHPrevention7,ESSENCE,05_prod_11_ess_agg_resp_hhs_weekly.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_11_ess_agg_resp_hhs_weekly.R,ai_prod,ess_agg_resp_hhs_weekly,PHPrevention7
ai_prod,ess_agg0_all_upcare,PHPrevention7,ESSENCE,05_prod_12_ess_agg0_all_upcare.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_12_ess_agg0_all_upcare.R,ai_prod,ess_ll_upcare,PHPrevention7
ai_prod,ess_agg0_resp_upcare,PHPrevention7,ESSENCE,05_prod_13_ess_agg0_resp_upcare.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_13_ess_agg0_resp_upcare.R,ai_prod,ess_ll_upcare,PHPrevention7
ai_staging,log_prod_ess_agg0_resp_upcare,PHPrevention7,ESSENCE,05_prod_13_ess_agg0_resp_upcare.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_13_ess_agg0_resp_upcare.R,ai_prod,ess_agg0_resp_upcare,PHPrevention7
ai_prod,ess_agg_daily_resp_upcare,PHPrevention7,ESSENCE,05_prod_14_ess_agg_daily_resp_upcare.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_14_ess_agg_daily_resp_upcare.R,ai_prod,ess_agg0_all_upcare,PHPrevention7
ai_prod,ess_agg_daily_resp_upcare,PHPrevention7,ESSENCE,05_prod_14_ess_agg_daily_resp_upcare.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_14_ess_agg_daily_resp_upcare.R,ai_prod,ess_agg0_resp_upcare,PHPrevention7
ai_prod,ess_agg_weekly_upcare,PHPrevention7,ESSENCE,05_prod_15_ess_agg_weekly_upcare.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/blob/main/Scripts%20-%20Data%20Sources/ESSENCE/05_prod_15_ess_agg_weekly_upcare.R,ai_prod,ess_agg_daily_resp_upcare,PHPrevention7
ai_staging,ess_del,PHPrevention7,ESSENCE process/del,03_raw_01_ess.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_raw,ess,PHPrevention7
ai_staging,ess_process,PHPrevention7,ESSENCE process/del,03_raw_01_ess.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,url,ESSENCE,https://essence2.syndromicsurveillance.org/nssp_essence/api/dataDetails/csv?labDataSource=a&percentParam=noPercent&datasource=va_labba&detector=probrepswitch&dateType=eventdate&timeResolution=daily&labRegion=wa_king&userId=4216&aqtTarget=DataDetails&labORUCResultTestComboFreeT
ai_staging,ess_demo_del,PHPrevention7,ESSENCE process/del,04_staging_01_ess_demo.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_demo,PHPrevention7
ai_staging,ess_demo,PHPrevention7,ESSENCE process/del,04_staging_01_ess_demo.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_process,PHPrevention7
ai_staging,ess_demo_process,PHPrevention7,ESSENCE process/del,04_staging_01_ess_demo.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_process,PHPrevention7
ai_staging,ess_demo_process,PHPrevention7,ESSENCE process/del,04_staging_01_ess_demo.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_ref,demo_sex,PHPrevention7
ai_staging,ess_demo_process,PHPrevention7,ESSENCE process/del,04_staging_01_ess_demo.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_ref,demo_age_group,PHPrevention7
ai_staging,ess_demo_process,PHPrevention7,ESSENCE process/del,04_staging_01_ess_demo.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_ref,demo_re,PHPrevention7
ai_staging,ess_geo_del,PHPrevention7,ESSENCE process/del,04_staging_02_ess_geo.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_geo,PHPrevention7
ai_staging,ess_geo,PHPrevention7,ESSENCE process/del,04_staging_02_ess_geo.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_raw,ess_process,PHPrevention7
ai_staging,ess_geo_process,PHPrevention7,ESSENCE process/del,04_staging_02_ess_geo.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_raw,ess_process,PHPrevention7
ai_staging,ess_geo_process,PHPrevention7,ESSENCE process/del,04_staging_02_ess_geo.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_ref,geo_key_zip_to_4regions_2020,PHPrevention7
ai_staging,ess_geo_process,PHPrevention7,ESSENCE process/del,04_staging_02_ess_geo.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_ref,geo_key_zip_to_10regions_2020,PHPrevention7
ai_staging,ess_class,PHPrevention7,ESSENCE process/del,04_staging_03_ess_class.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_process,PHPrevention7
ai_staging,ess_class_process,PHPrevention7,ESSENCE process/del,04_staging_03_ess_class.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_process,PHPrevention7
ai_staging,ess_class_del,PHPrevention7,ESSENCE process/del,04_staging_03_ess_class.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_class,PHPrevention7
ai_staging,ess_syn,PHPrevention7,ESSENCE process/del,04_staging_04_ess_syn.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_process,PHPrevention7
ai_staging,ess_syn_del,PHPrevention7,ESSENCE process/del,04_staging_04_ess_syn.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_syn,PHPrevention7
ai_staging,ess_syn_process,PHPrevention7,ESSENCE process/del,04_staging_04_ess_syn.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_process,PHPrevention7
ai_staging,ess_date,PHPrevention7,ESSENCE process/del,04_staging_05_ess_date.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_process,PHPrevention7
ai_staging,ess_date_del,PHPrevention7,ESSENCE process/del,04_staging_05_ess_date.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_date,PHPrevention7
ai_staging,ess_date_process,PHPrevention7,ESSENCE process/del,04_staging_05_ess_date.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_process,PHPrevention7
ai_staging,ess_fac,PHPrevention7,ESSENCE process/del,04_staging_06_ess_fac.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_process,PHPrevention7
ai_staging,ess_fac_del,PHPrevention7,ESSENCE process/del,04_staging_06_ess_fac.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_fac,PHPrevention7
ai_staging,ess_fac_process,PHPrevention7,ESSENCE process/del,04_staging_06_ess_fac.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_process,PHPrevention7
ai_staging,ess_fac_process,PHPrevention7,ESSENCE process/del,04_staging_06_ess_fac.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_ref,geo_key_zip_to_4regions_2020,PHPrevention7
ai_staging,ess_fac_process,PHPrevention7,ESSENCE process/del,04_staging_06_ess_fac.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_ref,geo_key_zip_to_10regions_2020,PHPrevention7
ai_staging,ess_fac_process,PHPrevention7,ESSENCE process/del,04_staging_06_ess_fac.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_ref,geo_key_zip_to_wwcatch,PHPrevention7
ai_staging,ess_svi,PHPrevention7,ESSENCE process/del,04_staging_07_ess_svi.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_process,PHPrevention7
ai_staging,ess_svi_process,PHPrevention7,ESSENCE process/del,04_staging_07_ess_svi.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_process,PHPrevention7
ai_staging,ess_svi_process,PHPrevention7,ESSENCE process/del,04_staging_07_ess_svi.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_ref,svi_zip,PHPrevention7
ai_staging,ess_svi_del,PHPrevention7,ESSENCE process/del,04_staging_07_ess_svi.R,https://github.com/PHSKC-Analytics-Informatics/Data_Pipeline/tree/main/Scripts%20-%20Data%20Sources/ESSENCE,ai_staging,ess_svi,PHPrevention7
